Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2016-02-09,adgerysCreek,17.0,28.1,8.9,15.3712,14.03,E,26.0,SW,E,11.0,13.0,58.0,80.0,1018.8,1020.9,6.994,5.604,22.6,27.0,No,No
2016-02-10,BadgerysCreek],15.3,30.8,0.0,15.3712,14.03,ENE,24.0,NW,N,6.0,2.0,87.0,48.0,1016.5,1012.2,6.994,5.604,20.6,29.4,No,No
2016-02-11,BadgerysCreek',16.6,29.9,0.0,15.3712,14.03,ENE,28.0,E,ENE,2.0,13.0,81.0,SZ.0,1075.G,1013.1,6.994,5.604,22.2,29.5,No,No
2016-02-12,BadgerysCreek',18.6,31.1,0.0,15.3712,14.03,ESE,11.0,ESE,NE,2.0,30.0,83.0,48.0,1014.0,1016.9,5.604,6.994,23.5,30.2,No,No
2016-02-13,BadgerysCreesk,16.9,32.7,0.0,14.03,15.3712,N,24.0,N,NNE,7.0,13.0,85.0,43.0,1014.5,1010.2,6.994,5.604,22.3,31.1,No,No
2016-02-14,BadgerysCreek],17.8,38.1,0.0,15.3712,14.03,ENE,37.0,N,E,0.0,7.0,88.0,34.0,1008.5,1004.8,6.994,5.604,22.4,36.5,No,No
2016-02-15,BadgerysCreek,20.8,31.7,0.0,15.3712,14.03,ENE,31.0,SW,ENE,6.0,15.0,77.0,55.0,1011.7,1006.6,6.994,5.604,23.7,30.3,No,No
2016-02-16,BadgerysCreek,15.1,28.5,0.0,15.3712,14.03,SE,35.0,SSE,ESE,9.0,22.0,56.0,58.0,1008.1,1009.4,6.994,5.604,22.3,26.3,No,No
2016-02-17,BadgerrysCreek,26.7,16.7,0.0,15.3712,14.03,E,33.0,SSE,SE,7.0,6.0,68.0,49.0,1007.5,1011.5,5.604,6.994,24.8,19.6,No,No
2016-02-18,BadgerysCreek],13.0,28.7,0.0,14.03,15.3712,ENE,28.0,WSW,NNE,7.0,7.0,74.0,48.0,1010.0,1007.8,6.994,5.604,19.2,27.9,No,No
2016-02-19,BaderysCreek,I8.O,33.6,0.0,15.3712,14.03,N,28.0,E,N,0.0,13.0,43.0,84.0,1012.4,1008.9,6.994,5.604,22.4,32.6,No,No
2016-02-20,BadgerysCreekk,21.7,29.2,0.0,14.03,15.3712,SSW,65.0,SSW,ESE,11.0,17.0,79.0,63.0,1018.2,1017.7,6.994,5.604,23.0,27.1,No,Yes
2016-02-21,BadggerysCreek,18.9,29.6,6.4,15.3712,14.03,ENE,7.0,SE,ENE,28.0,13.0,90.0,64.0,1025.4,1023.8,6.994,5.604,21.9,28.6,Yes,No
2016-02-22,BadgerysCreek,17.5,31.4,0.0,15.3712,14.03,NE,30.0,WSW,N,2.0,9.0,95.0,51.0,1025.3,1021.2,6.994,5.604,21.4,30.0,No,No
2016-02-23,BadgerysCreek],16.3,3z.1,0.0,15.3712,14.03,N,24.0,ESE,N,4.0,13.0,33.0,87.0,"1021.3,",1016.8,6.994,5.604,22.4,31.7,No,No
2016-02-24,BadgerysCreek],16.1,36.6,0.0,15.3712,14.03,ENE,28.0,ENE,NNE,2.0,q.o,92.0,24.0,1012.0,1016.1,6.994,5.604,21.3,35.2,No,No
2016-02-25,BadgerrysCreek,17.1,39.9,0.0,15.3712,14.03,N,31.0,SW,N,11.0,0.0,84.0,25.0,1012.2,1008.3,6.994,5.604,23.1,39.1,No,No
2016-02-26,BadgerysCreek,20.3,27.7,0.0,15.3712,14.03,ESE,28.0,SSW,ESE,17.0,13.0,75.0,65.0,1015.6,1015.2,6.994,5.604,24.2,26.7,No,No
2016-02-27,BagerysCreek,19.0,29.3,0.0,15.B7I2,14.03,ESE,33.0,8E,ESE,9.0,20.0,75.0,53.0,1019.4,1018.1,6.994,5.604,23.6,27.7,No,No
2016-02-28,BadgerysCreek,16.4,30.3,0.0,15.3712,14.03,E,31.0,E,E,4.0,6.0,86.0,43.0,1018.7,1016.2,6.994,5.604,21.5,29.5,No,No
201G-02-z9,BadgerysCreek,16.8,28.3,0.0,15.3712,14.03,ESE,30.0,ENE,S,7.0,20.0,65.0,82.0,1021.2,1019.8,6.994,5.604,21.5,27.3,No,No
2016-03-01,BadgerysCreek],17.0,30.6,O.8,15.3712,14.03,ENE,26.0,S,NNE,2.0,15.0,100.0,50.0,1022.0,7019.z,6.994,5.604,21.4,28.9,No,No
2016-03-02,BadgerysCreek',33.5,15.4,0.0,15.3712,14.03,ENE,30.0,N,ENE,2.0,11.0,38.0,94.0,1018.0,1021.4,5.604,6.994,19.8,32.4,NO,No
2016-03-03,BadgerysCreek,18.4,34.5,0.0,75.3112,14.03,E,31.0,NE,NNE,4.0,11.0,87.0,38.0,1021.3,1018.3,6.994,5.604,23.0,32.7,No,No
2016-03-04,BadgerysCreek],17.4,31.4,0.0,15.3712,14.03,ENE,30.0,SSE,NE,4.0,11.0,87.0,49.0,1022.0,1018.9,6.994,5.604,23.4,30.0,No,No
2016-03-05,BadgerysCreek',15.3,33.0,0.0,15.3712,14.03,E,28.0,ENE,NE,2.0,11.0,98.0,32.0,1021.7,1018.2,6.994,5.604,19.8,31.7,No,No
2016-03-06,BadgerysCreek,15.3,32.3,0.0,15.3712,14.03,ENE,30.0,WSW,NNE,6.0,9.0,93.0,49.0,1023.0,1019.8,6.994,5.604,21.0,31.7,NO,No
2016-03-07,BadgerysCreek,17.2,33.0,0.0,15.3712,14.03,E,28.0,SE,ENE,4.0,9.0,94.0,43.0,1021.4,1017.8,6.994,5.604,21.6,31.6,No,No
2016-03-08,BadgerysCreekk,17.8,31.5,0.0,15.3712,14.03,ENE,2.0,SSE,E,35.0,22.0,80.0,41.0,1023.5,1021.3,6.994,5.604,23.9,30.2,No,No
2016-03-09,FadgerysCreek,19.4,35.5,0.0,15.3712,14.03,NNE,24.0,NNE,E,4.0,11.0,85.0,46.0,1021.4,1016.8,6.994,5.604,23.7,33.6,No,No
2016-03-10,BadgerysCreek,19.3,31.9,0.0,15.3712,14.03,ESE,26.0,ESE,SW,4.0,15.0,51.0,56.0,1019.9,1018.3,6.994,5.604,24.1,31.3,No,No
2016-03-11,BadgerysCreek,21.4,30.8,0.2,15.3712,14.03,SW,26.0,S,SW,4.0,13.0,94.0,64.0,1019.9,1017.8,6.994,5.604,23.0,27.8,No,No
2016-03-12,BadgerysCreek,18.9,34.1,0.0,15.3712,14.03,E,30.0,NE,WNW,4.0,7.0,83.0,38.0,1019.7,1016.7,6.994,5.604,23.4,33.5,No,No
2016-03-13,BadgerysCreek,19.0,31.3,0.0,15.3712,14.03,E,28.0,E,ENE,2.0,7.0,44.0,81.0,1017.0,1020.7,6.994,5.604,23.4,30.1,No,No
2016-03-14,BadgerysCreekk,19.4,33.1,0.0,15.3712,14.03,N,52.0,SSE,SE,0.0,24.0,96.0,59.0,1016.3,1013.2,5.604,6.994,21.7,28.6,No,Yes
2016-03-15,BadgerysCrek,20.2,27.3,5.0,15.3712,14.03,S,31.0,SSW,SE,11.0,13.0,00.o,59.0,1019.9,1018.5,G.094,5.604,21.1,26.8,Yes,Yes
2016-03-16,BadgerysCreek,17.8,27.9,1.2,15.311Z,14.03,SSE,30.0,SSE,SW,11.0,13.0,93.0,52.0,1020.2,1017.5,6.994,5.604,I9.z,26.7,Yes,Yes
2016-03-17,BadgerysCreeu,26.9,28.2,4.8,15.3712,14.03,E,6.0,SW,E,30.0,9.0,94.0,60.0,1017.0,1012.1,6.994,5.604,20.9,17.9,Yes,No
2016-03-18,BadgerysFreek,16.2,28.9,0.0,15.3712,14.03,WNW,44.0,N,N,4.0,19.0,100.0,bS.0,1003.3,996.4,6.g04,5.604,18.9,27.6,No,No
2ol6-03-19,BadgerysCreek,11.7,24.8,0.8,15.3712,14.03,SE,31.0,SSW,S,2.0,6.0,51.0,31.0,1011.0,1010.5,6.994,5.Co4,17.8,23.8,No,NO
2016-03-20,BadgerysCreek,15.3,24.9,0.0,1S.B712,14.03,SE,37.0,SW,SSE,15.0,13.0,C2.o,55.0,1016.0,1017.6,6.994,5.604,17.0,z1.q,No,Yes
201C-03-z1,BadgerysCreek,14.8,22.4,1.4,15.3712,14.03,ESE,28.0,SW,S,13.0,17.0,81.0,67.0,1018.6,1816.1,6.994,5.604,16.4,19.7,Yes,Yes
2016-03-22,BadgerysCreek,13.2,25.5,I.4,15.3712,14.03,SSW,43.0,SW,SSW,22.0,19.0,68.0,47.0,1017.7,1015.0,6.994,5.604,18.0,24.9,Yes,No
2016-03-23,BadgeryssCreek,12.1,28.0,0.0,15.3712,14.03,E,28.0,SW,NE,6.0,9.0,79.0,37.0,1018.2,1015.8,6.994,5.604,17.4,26.9,No,No
Z016-93-24,BadgdrysCreek,12.8,30.1,0.0,15.3712,14.03,E,z8.o,SE,NNE,4.0,13.0,94.0,30.0,1020.8,1018.1,6.994,5.604,16.9,29.2,No,No
2016-03-25,BadgerysCreek,13.9,26.2,0.0,15.3712,74.83,S,17.0,N,NNE,0.0,6.0,88.0,55.0,1018.9,1016.2,6.994,5.604,17.8,23.8,No,No
2016-03-26,3adgery8Creek,14.4,29.0,0.0,15.3712,14.03,SW,28.0,ESE,ESE,4.0,7.0,83.0,45.0,1018.7,1014.8,6.994,5.604,Iq.0,28.5,No,No
2016-03-27,BaddgerysCreek,15.1,28.1,0.0,14.03,15.3712,ESE,31.0,NNW,E,6.0,19.0,98.0,60.0,1018.2,1016.1,6.994,5.604,19.9,25.7,No,Yes
2016-03-28,BadgerysCreek,17.5,26.4,l.4,15.3712,14.03,ESE,20.0,SW,NE,7.0,11.0,93.0,68.0,1018.7,1015.1,6.994,5.604,20.0,25.2,Yes,No
2016-03-29,BadgerysCreek',18.9,23.6,0.0,15.3712,14.03,SSW,15.0,SSW,WNW,4.0,6.0,86.0,98.0,1017.9,1016.6,6.994,5.C94,20.4,20.3,No,Yes
2016-03-30,BadgerysCreek,16.0,Z7.8,15.2,15.3712,I4.08,W,24.0,WSW,SSW,4.0,4.0,100.0,43.0,1014.9,1012.1,5.604,6.994,19.0,24.9,Yes,No
2016-03-31,BadgerysCreeek,11.4,26.7,0.2,15.3712,14.03,ESE,26.0,NNE,SE,2.0,6.0,74.0,40.0,1017.3,1015.6,C.9g4,5.604,17.3,25.6,NO,No
2016-04-01,BadgerysCreek,14.5,28.6,0.0,15.3712,14.03,N,26.0,WSW,NNE,4.0,11.0,91.0,42.0,1019.1,1014.6,6.994,5.604,17.4,28.0,No,No
2016-84-0z,BadgerysCresk,30.0,30.6,8.8,15.3712,14.03,S,30.0,N,S,0.0,9.0,25.0,100.0,1016.8,1014.6,6.994,5.604,16.4,12.8,No,No
201G-04-O3,Badgery86reek,l4.s,2b.B,D.D,15.31l2,14.oB,8E,B0.O,58W,E5E,b.8,Z9.0,11.8,C2.8,l0Z4.9,lD21.2,5.604,6.994,2l.b,Z4.B,Nu,N0
2016-04-04,BadgerysC4eek,17.5,25.5,0.2,15.3712,14.03,ENE,26.0,SW,E,11.0,15.0,68.0,87.0,1023.1,1019.0,6.994,5.604,19.9,24.6,No,No
z016-04-o5,BadgerysCreek,15.3,31.0,0.0,15.3712,14.03,N,28.0,ENE,NNE,0.0,15.0,43.0,100.0,1020.2,1013.7,6.994,5.604,18.4,30.7,No,No
2016-04-06,RadgerysGreek,74.l,36.0,O.9,15.31l2,14.03,NNW,48.8,E5E,NW,4.8,z6.8,18.8,27.0,1010.7,1016.0,6.994,8.694,22.8,35.5,Nu,N0
2016-04-07,BadgerysCreek',18.0,20.8,0.2,15.3712,14.03,SSE,20.0,SE,ESE,1l.9,11.0,67.0,58.0,1023.2,1022.2,6.994,5.604,19.3,19.8,No,No
2016-04-08,BadgerysCreek',16.3,22.1,0.0,15.3712,14.03,NE,15.0,W,E,2.0,4.o,75.0,80.0,1023.4,1021.4,6.994,5.604,18.1,19.9,No,No
2016-04-09,BadgerysCgeek,12.8,26.5,0.4,15.3712,14.03,E,24.0,WSW,NE,9.0,g.o,50.0,74.0,1018.0,1022.0,6.994,5.604,19.6,25.5,No,No
2016-04-10,Radgerys6reek,10.9,29.3,0.0,15.3712,14.03,NE,17.0,SSW,N,4.0,7.0,79.0,33.0,1019.6,1014.8,6.994,5.604,18.7,28.3,No,No
2016-04-11,BadgerysCreek,10.5,27.7,0.0,15.3712,14.03,ESE,31.0,W,ESE,2.0,20.0,58.0,40.0,1017.8,1015.6,6.994,5.604,19.6,25.6,Nu,Yes
2016-04-12,BadgerysCreek,16.0,23.2,z.G,15.3712,14.03,ESE,6.0,ESE,E8E,24.0,9.0,82.0,64.0,1023.3,1021.4,6.994,5.604,18.6,21.4,No,Yes
2016-04-13,BaddgerysCreek,13.0,24.6,0.2,15.3712,14.03,ESE,24.0,SW,ENE,7.0,1B.o,75.0,65.0,1027.7,1025.8,5.604,6.994,19.1,21.4,No,No
2016-04-14,BadgerysCreek',12.4,24.1,0.0,15.3712,74.0B,W,24.0,ENE,ENE,4.0,15.0,98.0,71.0,1030.2,1027.1,6.994,5.604,17.1,21.9,No,No
2016-04-15,BadgerysCreek,19.3,28.6,0.0,15.3712,14.03,NNE,24.0,N,NE,6.0,9.0,85.0,35.0,1D26.B,1020.6,5.604,6.994,13.0,27.8,No,No
2016-04-16,BadgerysCreek,11.5,29.5,0.0,15.3712,14.03,ESE,26.0,N,E,0.0,13.0,100.0,41.0,1021.0,1017.0,6.994,5.604,17.9,28.0,No,No
2016-04-17,BadgerysCreek],16.2,23.8,0.2,15.3712,14.03,SE,24.0,SSW,ESE,11.0,11.0,80.0,73.0,1022.5,1020.3,6.994,5.604,19.2,20.4,No,No
2016-04-18,BadgerysCreek,13.0,24.2,0.0,15.3712,14.03,ESE,31.0,SW,SSE,17.0,15.0,74.0,69.0,1022.0,1019.3,6.994,5.604,19.5,Z0.0,No,Yes
2016-04-19,Badgerysreek,14.4,25.9,1.4,15.3712,14.03,E,24.0,SW,ESE,7.0,11.0,88.0,63.0,1021.9,1019.5,6.994,5.604,19.1,23.8,Yes,No
2016-04-20,BadgerysCreek,12.7,26.9,0.2,15.3712,14.03,ESE,24.0,SW,NE,4.0,9.0,100.0,50.0,1024.6,1021.2,6.994,5.604,18.2,25.8,No,No
2016-04-21,BadgerysCreek],13.8,28.8,14.03,15.3712,0.0,NNE,29.D,N,NNE,0.0,9.0,100.0,42.0,1023.1,1018.2,6.994,5.604,17.6,Z8.S,No,No
2016-04-22,BxdgerysCreek,11.6,26.4,0.2,15.3712,14.03,WSW,41.0,ESE,WSW,2.0,7.0,78.0,78.0,1020.2,1019.4,5.604,6.994,19.5,18.3,No,Yes
2016-04-23,Bad9ery8Creek,l3.0,29.1,I.G,15.37Iz,74.O3,5,87.D,88W,5,ZO.0,Z2.o,67.0,S0.0,18z4.8,I0Z4.7,6.994,5.bO4,IB.3,1g.1,Yes,Ye8
2016-04-24,BadgerysCreek,14.0,22.8,1.8,15.3712,14.03,ESE,28.0,SW,SE,7.0,13.0,87.0,52.0,1030.2,1028.9,6.994,5.604,17.8,21.6,Yes,No
201C-D4-25,Bad9ery8Creek,9.8,24.5,O.z,1S.37I2,74.0B,NNE,28.o,5W,NNE,q.o,9.0,46.0,85.0,1032.1,l028.5,6.0q4,5.604,16.8,zB.4,NO,No
2016-04-26,BadgerysCreek,9.1,25.1,0.0,15.3712,14.03,ENE,22.0,SSW,NE,6.0,9.0,86.0,49.0,1030.9,1026.9,5.604,6.994,17.1,24.6,No,N0
2016-04-27,BadgerrysCreek,8.8,25.7,0.2,15.3712,74.08,NNE,30.0,N,NNE,0.0,19.0,100.0,45.0,1028.0,1022.6,6.994,5.604,15.1,25.4,No,No
2016-04-28,BadgerysCreek,10.8,21.Z,0.0,15.3712,14.03,NNE,15.0,NNE,NE,2.0,7.0,100.0,44.0,1025.1,70Z0.9,5.604,6.994,14.9,z6.S,No,NO
2016-04-29,BadgerysCreek,9.8,25.0,15.3712,0.0,14.03,NNE,13.0,SSW,NNE,6.0,7.0,100.0,54.0,1022.9,1017.9,6.994,5.604,16.2,24.0,No,No
2016-04-30,BadgerysCreek',15.9,25.5,1.0,15.3712,14.03,N,17.0,NNW,N,2.0,7.0,100.0,66.0,1018.7,1015.5,6.994,5.604,17.9,24.1,No,No
2016- 05-01,BadgerysCreek],11.9,29.4,0.8,15.3712,14.03,W,50.0,N,WNW,9.0,22.0,100.0,35.0,1013.2,1009.2,6.994,5.604,17.8,28.8,No,No
2016-05-02,BadgerysCreek,6.5,23.2,0.2,15.3712,14.03,SSW,19.0,NNE,NNE,2.0,7.0,66.0,44.0,1017.1,1012.2,6.994,8.6O4,15.8,21.9,No,No
2016-05-03,BadgeryqCreek,4.8,26.2,0.0,15.3712,14.03,NW,41.0,W,NW,2.0,20.0,63.0,25.0,1012.6,1006.3,6.994,5.604,16.3,25.7,No,No
2016-05-04,BadgberysCreek,7.1,25.5,0.0,15.3712,14.03,ESE,26.0,WNW,ENE,4.0,6.0,66.0,37.0,1013.7,1015.3,6.994,5.604,15.9,25.1,No,No
2016-05-05,BadgerysCreek],7.0,24.2,0.0,15.3712,14.03,N,19.0,S,NNE,2.0,9.0,69.0,39.0,1020.8,1016.5,6.994,5.604,16.0,23.6,No,No
2016-05-06,BadgeryqCreek,6.9,26.8,0.0,15.B71z,14.03,WNW,19.0,W,N,4.0,11.0,69.0,32.0,1019.6,1016.7,6.994,5.604,17.7,25.9,No,No
2016-05-07,BadferysCreek,5.8,26.1,15.3712,0.0,14.03,NE,20.0,N,NE,0.0,9.0,100.0,48.0,1021.4,1017.9,6.994,5.C94,12.7,z4.b,No,No
2016-08-05,Radgerys6reek,12.7,20.1,0.0,15.3712,14.03,S,13.0,N,SE,O.o,0.0,82.0,100.0,1018.3,1013.9,6.994,5.604,16.5,19.7,Yes,No
2016-05-09,BadgerysCreek,16.4,21.3,6.8,15.3712,14.03,NW,6.0,N,NNE,41.0,26.0,100.0,86.0,1008.5,1002.6,5.604,6.994,17.1,20.9,Yes,No
2016-05-10,BadgerysCrek,14.1,24.3,0.2,15.3712,14.03,NW,52.0,NW,NW,9.0,20.0,51.0,46.0,1006.5,1005.0,6.994,5.604,20.9,22.2,No,No
2016-05-11,BadgerysCreek,5.9,22.8,0.0,15.3712,14.03,WSW,35.0,ENE,WSW,4.0,ZC.0,60.0,36.0,1015.4,1012.6,6.994,5.604,14.6,19.3,No,No
2016-05-12,BadgerysCreek,11.2,24.3,0.0,15.3712,14.03,WSW,52.0,ESE,W,4.0,17.0,50.0,44.0,1014.3,1014.4,6.994,5.604,19.3,22.4,NO,No
2016-05-13,BadgerysCreek,8.9,25.6,15.3712,0.0,14.03,SW,28.0,N,SW,4.0,15.0,G8.8,37.0,1022.1,1019.5,6.994,5.604,17.2,2S.D,No,No
2016-05-14,BadgeryjsCreek,4.3,26.7,0.0,14.03,15.3712,NE,15.0,NNE,WSW,2.0,7.0,91.0,25.0,1024.0,1019.5,5.604,6.994,13.0,25.9,No,No
2016-05-15,BadgerysCreek,23.0,24.3,0.0,15.3712,14.03,NNE,20.0,NNW,N,4.0,9.0,83.0,42.0,1017.4,1013.5,6.994,5.604,11.9,5.9,No,No
2016-05-16,BadgerysCreek',6.5,Z4.1,15.3712,0.0,14.03,NNE,28.0,NNE,NNE,4.O,17.0,73.0,47.0,1022.0,1017.0,6.994,5.604,l6.q,22.9,No,No
2016-05-17,BadgerysCreek],8.6,27.8,0.0,15.3712,I4.O3,WSW,39.0,SE,WSW,4.0,20.0,79.0,26.0,1014.5,1017.0,6.994,5.604,16.0,26.8,No,NO
2016-05-18,BadgerysCreek,4.8,21.2,0.0,15.3712,14.03,SSW,26.0,WSW,N,6.0,9.0,78.0,37.0,1019.1,1015.1,6.994,5.604,10.9,20.0,No,No
2016-05-19,BadgerysCreek,23.1,4.9,0.0,15.3712,14.03,W5W,35.0,N,WSW,4.0,22.0,67.0,33.0,1017.9,1013.8,6.994,5.604,21.9,13.3,No,No
2016-05-20,BadgerysCreek,5.9,24.0,0.0,15.3712,14.03,WSW,13.0,E,S,2.0,31.0,69.0,37.0,1020.8,1018.7,6.994,5.604,15.5,23.4,No,No
2016-05-21,BadgedysCreek,8.9,22.5,0.0,18.37l2,14.03,NNE,24.0,WSW,NNE,4.0,15.0,82.0,58.0,1027.4,1023.6,6.994,5.604,14.5,20.7,Nu,No
2016-05-22,BadgerysCrek,8.9,24.8,0.0,14.03,15.3712,NE,19.0,N,NE,0.0,7.0,100.0,49.0,1024.6,1019.8,6.994,5.604,13.5,24.0,No,No
2016-05-23,BadgerysCreek',1.8,27.1,0.0,15.3712,14.03,WSW,48.0,N,WSW,13.0,31.0,75.0,23.0,1013.7,1013.5,6.994,5.604,18.5,22.1,No,No
2016-05-24,BadgeryCreek,3.0,22.1,0.0,15.3712,14.03,SW,44.0,WSW,SW,2.0,26.0,72.0,26.0,1018.4,lD14.1,6.994,5.604,10.9,20.5,No,No
2016-05-25,BadgerysCreek',2.9,2o.B,0.0,15.3712,14.03,NNE,19.0,NNE,N,2.0,6.0,78.0,31.0,1018.0,1013.2,6.994,5.604,10.4,19.7,No,No
2016-05-26,BadgeryCreek,9.3,20.5,0.4,15.3712,14.03,WNW,41.0,NNE,WNW,6.0,17.0,82.0,52.0,1006.3,1000.3,6.994,5.604,12.2,19.4,No,No
2016-05-27,BadgerysCrek,14.7,I8.Z,15.3712,0.0,14.03,W,31.0,WSW,WSW,13.0,63.0,34.0,40.0,1003.5,1002.5,6.994,5.604,9.6,16.9,No,No
2016-05-28,BdgerysCreek,2.5,7S.8,0.0,15.3712,14.03,WSW,37.0,W,WSW,4.0,4.0,95.0,74.0,1007.4,1006.2,5.604,6.994,7.9,15.3,No,Yes
2016-05-29,BadgerysCreek,3.1,19.5,3.4,15.3712,14.03,WSW,33.0,S,SW,4.0,13.0,68.0,29.0,1017.2,1016.1,5.604,6.994,11.8,19.1,Yes,No
2016-05-30,BadgerysCrek,17.7,19.2,0.0,15.3712,14.03,WSW,19.0,WSW,ESE,13.0,6.0,70.0,32.0,1025.8,1024.1,6.994,5.604,9.0,0.9,No,No
2016-05-31,BadgerysCreek],3.5,18.4,0.0,15.3712,14.03,S,20.0,WSW,E,1.O,q.D,82.0,85.0,1029.7,1027.4,6.994,5.604,11.5,15.0,Yes,No
2016-06-01,BadgerysCreek,10.4,16.5,1.6,15.3712,14.03,WSW,15.0,SW,SSE,7.0,7.0,99.0,71.0,1029.1,1026.3,6.994,5.604,12.6,16.1,Yes,No
Z0I6-06-02,BadgerysCreek,8.4,20.1,0.2,15.3712,14.03,E,20.0,SW,ENE,6.0,4.0,93.0,52.0,1027.0,1024.0,6.994,5.604,12.9,19.8,No,No
201G-06-O3,BadgrysCreek,7.9,17.9,0.0,15.3712,14.03,S,17.0,SW,SE,7.0,7.0,82.0,72.0,1025.8,1021.7,6.994,5.604,13.5,17.5,No,Yes
2016-06-04,BadgerysCreek,13.2,18.5,9.8,15.3712,14.03,ENE,48.0,E,NE,6.0,26.0,100.0,86.0,1015.7,1009.0,6.994,5.604,14.7,18.1,Yes,Yes
2016-06-05,BadgerysCreek,14.5,18.1,100.2,15.3712,14.03,ENE,56.0,ENE,ENE,28.0,2.0,100.0,100.0,1002.5,996.9,6.994,5.604,17.7,17.1,Yes,Yes
2016-06-06,BadgerysCreek,13.4,17.7,109.2,15.3712,14.03,WSW,51.8,W,WSW,15.0,28.0,59.0,51.0,I00D.4,998.9,6.994,5.604,16.9,14.6,Ye8,No
2016-06-07,BadgerysCreek],8.0,20.2,0.0,15.3712,I4.08,W,48.0,N,WNW,7.0,24.0,72.0,4s.o,1003.6,1003.3,6.994,5.604,13.5,16.9,No,No
2016-06-08,BadgerysCreek,5.9,20.6,0.0,15.3712,14.03,WNW,11.0,NNE,NW,7.0,31.0,51.0,78.0,1009.7,1011.5,6.994,5.604,13.6,17.9,No,No
2016-06-09,BadgerysCreek],11.8,22.2,14.03,15.3712,0.0,WNW,57.0,N,WNW,15.0,28.0,66.0,40.0,1007.1,1006.0,6.994,5.604,18.6,Z1.O,No,NO
2016-06-10,BadgerysCreek',7.3,21.3,0.0,15.3712,14.03,W,26.0,W,W,2.0,7.0,76.0,49.0,1017.0,1017.6,5.604,6.994,14.7,18.8,No,No
2016-06-11,BadgerysCreek,6.3,19.7,0.0,15.3712,14.03,W,41.0,NNW,WSW,7.0,19.0,64.0,43.0,1023.0,1021.0,6.994,5.604,13.6,18.5,No,No
2016-06-12,BadgerysCreek,3.4,16.9,0.0,15.3712,14.03,SW,24.0,SW,WSW,17.0,7.0,70.0,32.0,1036.8,1035.2,6.994,5.604,9.8,16.0,No,No
2016-06-13,BadgerysDreek,2.9,19.4,0.0,15.3712,14.03,NNE,24.0,N,NNE,6.0,17.0,52.0,87.0,1039.2,1035.1,6.994,5.604,B.1,18.4,No,No
2016-06-14,BadgerysCreek,3.4,21.2,0.0,15.3712,14.03,WSW,13.0,N,NW,0.0,4.0,46.0,100.0,1036.0,1031.5,6.994,5.604,9.4,21.0,No,No
2016-06-15,BnadgerysCreek,5.8,20.0,0.0,15.3712,14.03,NNE,20.0,WSW,N,6.0,7.0,82.0,48.0,1033.8,1029.7,6.994,5.604,10.4,19.0,No,No
2016-06-16,BadgerysCreek],2.9,20.4,0.0,15.3712,14.03,NNE,24.0,N,NW,0.0,g.O,100.0,49.0,1025.7,1019.1,6.994,8.C04,8.1,20.3,No,No
2016-06-17,BadgerysCreek,5.5,17.9,0.0,15.3712,14.03,N,17.0,NW,N,4.0,9.0,76.0,99.0,1018.0,1014.1,6.994,5.604,3.G,17.5,No,Yes
2016-06-18,BadgeryysCreek,8.6,18.5,S.9,15.3712,14.03,S,13.0,W,SSW,2.0,6.0,100.0,85.0,1017.4,1015.9,6.994,5.604,12.6,17.0,Yes,No
2016-06-19,BadgerysCreek],11.8,16.2,o.4,15.3712,14.03,NNE,20.0,SSW,ESE,6.0,7.0,97.0,100.0,1017.3,1010.1,6.994,5.604,14.2,15.4,No,Yes
2016-06-20,BadgerysCreek,11.8,19.2,23.6,15.3712,14.03,NW,41.0,NW,NW,20.0,6.0,100.0,59.0,994.5,999.4,6.994,5.604,13.5,16.4,Yes,No
2016-06-21,BadgerysCreek,11.0,17.8,0.0,15.3712,14.03,WNW,54.0,NW,WNW,24.0,28.0,54.0,47.0,1003.2,1002.3,6.994,5.604,15.6,15.5,No,No
2016-06-22,BadgerysCreek,10.2,19.5,0.0,15.3712,14.03,WNW,37.0,W,W,20.0,19.0,53.0,42.0,1004.2,1005.7,6.994,5.604,16.3,18.1,No,No
2016-06-23,BadgerysCreek,5.8,18.2,0.0,15.3712,14.03,WNW,35.0,NNE,WNW,7.0,19.0,78.0,49.0,1012.4,1007.1,6.994,5.604,9.5,15.8,No,No
2016-06-24,BadgerysCrdeek,8.8,16.2,0.0,15.3712,14.03,W,74.0,WNW,W,26.0,37.0,59.0,44.0,1004.3,1003.5,6.994,5.604,13.8,12.7,No,No
2016-06-25,BadgerysCreek,3.3,14.1,14.03,15.3712,0.0,WSW,44.0,WSW,WSW,19.0,20.0,51.0,36.0,1018.7,1018.4,6.994,5.604,8.9,13.3,No,No
2016-06-26,BadgerysCreek,-8.Z,14.7,0.0,15.3712,14.03,S,13.0,SSW,N,6.0,4.0,82.0,41.9,1017.1,1021.0,6.994,5.604,13.8,6.5,NO,No
2016-06-27,BadgerysCreek,5.9,12.2,0.4,15.3712,14.03,WSW,22.0,W,WSW,6.0,35.0,93.0,62.0,1015.8,1014.0,6.994,5.604,7.5,11.5,No,No
